순번,구분,총톤수,길이,너비,깊이,선질,용도,세부용도,선적항
51065,어선,4.99 ,11.40 ,3.20 ,0.71 ,FRP,어장관리선,어선(어장관리선),경남 거제시 둔덕면
51066,어선,4.99 ,9.90 ,2.96 ,1.12 ,FRP,연안통발어업,어선(연안통발어업),전북 군산시 옥도면
51067,어선,4.59 ,10.05 ,2.94 ,0.76 ,FRP,양식어업,어선(양식어업),경남 통영시
51068,어선,9.77 ,16.50 ,3.80 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시
51069,어선,1.99 ,7.61 ,2.31 ,0.88 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 도양읍
51070,어선,56.00 ,25.10 ,5.40 ,2.60 ,강,어업지도선,어선(어업지도단속선),경북 영덕군 강구면
51071,어선,3.00 ,8.42 ,2.44 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),울산시 남구
51072,어선,3.00 ,8.42 ,2.44 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),울산시 남구
51073,어선,9.77 ,17.69 ,4.01 ,0.92 ,FRP,연안자망어업,어선(연안자망어업),전북 군산시 옥도면
51074,어선,24.00 ,21.67 ,6.90 ,1.09 ,FRP,정치망어업,어선(정치망어업),제주시 한림읍
51075,어선,322.00 ,48.47 ,9.20 ,4.20 ,강,어획물운반선,어선(어획물운반선),경남 통영시
51076,어선,9.77 ,15.65 ,4.24 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경남 남해군 삼동면
51077,어선,9.77 ,15.20 ,3.32 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시
51078,어선,9.77 ,16.25 ,4.50 ,0.77 ,FRP,연안복합어업,어선(연안복합어업),제주시
51079,어선,3.00 ,9.11 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 서면
51080,어선,8.55 ,15.70 ,3.30 ,0.85 ,FRP,연안자망어업,어선(연안자망어업),경남 사천시
51081,어선,363.00 ,49.81 ,9.30 ,4.00 ,강,어획물운반선,어선(어획물운반선),경남 통영시
51082,어선,363.00 ,49.81 ,9.30 ,4.00 ,강,어획물운반선,어선(어획물운반선),경남 통영시
51083,어선,363.00 ,49.81 ,9.30 ,4.00 ,강,어획물운반선,어선(어획물운반선),경남 통영시
51084,어선,363.00 ,49.81 ,9.30 ,4.00 ,강,어획물운반선,어선(어획물운반선),경남 통영시
51085,어선,9.77 ,14.50 ,4.80 ,1.29 ,강,연안자망어업,어선(연안자망어업),인천시 옹진군 영흥면
51086,어선,4.49 ,10.55 ,4.25 ,0.71 ,FRP,복합양식어업,어선(복합양식어업),전남 신안군
51087,어선,1.88 ,7.34 ,2.00 ,0.87 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 장항읍
51088,어선,1.99 ,8.78 ,2.21 ,0.74 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 서면
51089,어선,4.96 ,11.30 ,3.18 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),인천시 옹진군 자월면
51090,어선,2.47 ,8.10 ,2.48 ,0.66 ,FRP,연안통발어업,어선(연안통발어업),경남 거제시
51091,어선,4.82 ,10.43 ,2.91 ,1.04 ,FRP,연안통발어업,어선(연안통발어업),충남 태안군 소원면
51092,어선,4.82 ,10.43 ,2.91 ,1.04 ,FRP,연안통발어업,어선(연안통발어업),충남 태안군 소원면
51093,어선,1.29 ,6.40 ,2.03 ,0.85 ,FRP,연안자망어업,어선(연안자망어업),경남 남해군 상주면
51094,어선,5.48 ,11.30 ,3.16 ,1.03 ,FRP,어장관리선,어선(어장관리선),전남 여수시
51095,어선,3.40 ,8.98 ,2.52 ,0.78 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 강현면
51096,어선,4.99 ,9.78 ,3.30 ,0.83 ,FRP,어장관리선,어선(어장관리선),전남 여수시 돌산읍
51097,어선,1.29 ,6.39 ,1.95 ,0.86 ,FRP,어장관리선,어선(어장관리선),전남 완도군 고금면
51098,어선,2.72 ,8.66 ,2.32 ,0.69 ,FRP,연안복합어업,어선(연안복합어업),강원 속초시
51099,어선,5.71 ,10.70 ,3.00 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),서귀포시 대정읍
51100,어선,1.40 ,6.35 ,2.03 ,0.93 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 기성면
51101,어선,10.00 ,13.90 ,4.04 ,1.02 ,FRP,양식어업,어선(양식어업),경북 포항시 구룡포읍
51102,어선,4.99 ,10.44 ,3.02 ,0.85 ,FRP,잠수기어업,어선(잠수기어업),경남 사천시
51103,어선,0.48 ,6.12 ,1.43 ,0.49 ,FRP,연안자망어업,어선(연안자망어업),경남 창원시 마산합포구
51104,어선,29.00 ,19.80 ,4.87 ,1.90 ,FRP,어획물운반선,어선(어획물운반선),전북 군산시
51105,어선,4.38 ,10.05 ,2.74 ,0.86 ,FRP,연안복합어업,어선(연안복합어업),제주시 구좌읍
51106,어선,2.76 ,8.62 ,2.45 ,0.92 ,FRP,연안복합어업,어선(연안복합어업),서귀포시 안덕면
51107,어선,1.40 ,6.39 ,2.18 ,0.81 ,FRP,어장관리선,어선(어장관리선),경남 창원시 마산합포구 진동면
51108,어선,1.31 ,8.00 ,2.00 ,0.55 ,FRP,연안복합어업,어선(연안복합어업),경북 포항시
51109,어선,4.80 ,9.74 ,3.07 ,1.06 ,FRP,이동성구획어업,어선(새우조망어업),전남 고흥군 도덕면
51110,어선,1.28 ,6.39 ,1.95 ,0.86 ,FRP,어장관리선,어선(어장관리선),전남 진도군 조도면
51111,어선,1.64 ,6.99 ,2.13 ,0.69 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51112,어선,9.77 ,14.86 ,3.52 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 일운면
51113,어선,7.93 ,13.70 ,3.65 ,1.16 ,FRP,정치성구획어업,어선(장망류어업),충청남도 보령시
51114,어선,1.48 ,7.18 ,2.10 ,0.80 ,FRP,연안자망어업,어선(연안자망어업),전북 고창군 상하면
51115,어선,1.01 ,7.16 ,1.79 ,0.69 ,FRP,연안자망어업,어선(연안자망어업),전북 군산시 옥도면
51116,어선,4.93 ,12.00 ,2.78 ,0.93 ,FRP,연안통발어업,어선(연안통발어업),인천시 옹진군 영흥면
51117,어선,9.77 ,13.30 ,3.79 ,1.13 ,FRP,연안안강망어업,어선(연안개량안강망어업),충청남도 보령시
51118,어선,9.77 ,13.30 ,3.79 ,1.13 ,FRP,연안안강망어업,어선(연안개량안강망어업),충청남도 보령시
51119,어선,9.77 ,16.70 ,3.80 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
51120,어선,1.40 ,6.81 ,2.02 ,0.85 ,FRP,연안들망어업,어선(연안들망어업),부산시 기장군 기장읍
51121,어선,1.21 ,7.30 ,2.05 ,0.61 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
51122,어선,79.00 ,29.07 ,6.15 ,2.18 ,FRP,근해연승어업,어선(근해연승어업),서귀포시
51123,어선,2.96 ,8.39 ,2.43 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 진해구
51124,어선,0.95 ,5.64 ,1.90 ,0.64 ,FRP,어장관리선,어선(어장관리선),전남 진도군 고군면
51125,어선,2.70 ,8.88 ,2.32 ,0.89 ,FRP,연안통발어업,어선(연안통발어업),부산시 사하구
51126,어선,1.98 ,7.34 ,2.10 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 장항읍
51127,어선,1.99 ,6.96 ,2.43 ,0.81 ,FRP,어장관리선,어선(어장관리선),전남 완도군 청산면
51128,어선,3.81 ,9.50 ,2.40 ,0.82 ,FRP,어장관리선,어선(어장관리선),경남 통영시 산양읍
51129,어선,3.19 ,8.37 ,2.60 ,0.85 ,FRP,연안복합어업,어선(연안복합어업),인천시 강화군 내가면
51130,어선,1.24 ,6.53 ,1.97 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),충남 홍성군 서부면
51131,어선,3.00 ,9.20 ,2.98 ,0.65 ,FRP,연안통발어업,어선(연안통발어업),울산시 동구
51132,어선,2.52 ,9.26 ,3.00 ,0.59 ,FRP,연안통발어업,어선(연안통발어업),부산시 기장군 기장읍
51133,어선,1.98 ,6.80 ,3.00 ,0.77 ,FRP,제1종양식어업,어선(해조류양식어업),충남 태안군 남면
51134,어선,1.11 ,6.25 ,2.00 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),전남 진도군 임회면
51135,어선,44.00 ,23.90 ,5.62 ,1.85 ,FRP,근해연승어업,어선(근해연승어업),제주시 한림읍
51136,어선,1.46 ,6.75 ,2.01 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 장항읍
51137,어선,2.54 ,8.73 ,3.00 ,0.71 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51138,어선,4.99 ,9.80 ,3.35 ,0.93 ,FRP,어장관리선,어선(어장관리선),전남 여수시
51139,어선,24.00 ,20.41 ,4.50 ,1.48 ,FRP,근해통발어업,어선(근해통발어업),경남 통영시
51140,어선,1.66 ,7.47 ,1.90 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 장항읍
51141,어선,3.20 ,9.25 ,2.78 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
51142,어선,1.34 ,6.21 ,1.90 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 진해구
51143,어선,1.90 ,7.52 ,2.08 ,0.81 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 장항읍
51144,어선,2.26 ,7.52 ,2.30 ,0.88 ,FRP,연안자망어업,어선(연안자망어업),전남 완도군 군외면
51145,어선,4.99 ,11.39 ,3.05 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시
51146,어선,1.57 ,6.94 ,2.15 ,0.87 ,FRP,해조류양식어업,어선(해조류양식어업),부산시 사하구
51147,어선,2.99 ,8.65 ,2.66 ,0.67 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 사량면
51148,어선,1.09 ,6.48 ,1.86 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),충남 서산시 지곡면
51149,어선,4.99 ,10.26 ,3.29 ,0.96 ,FRP,연안복합어업,어선(연안복합어업),인천시 옹진군 자월면
51150,어선,5.45 ,11.60 ,2.90 ,0.95 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 사등면
51151,어선,5.45 ,11.60 ,2.90 ,0.95 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 사등면
51152,어선,4.91 ,10.52 ,3.04 ,0.84 ,FRP,어장관리선,어선(어장관리선),전남 여수시
51153,어선,2.08 ,6.90 ,2.17 ,0.73 ,FRP,연안자망어업,어선(연안자망어업),경남 고성군 거류면
51154,어선,3.69 ,9.48 ,2.63 ,0.69 ,FRP,마을어업,어선(마을어업),전북 군산시 옥도면
51155,어선,0.93 ,6.20 ,1.78 ,0.64 ,FRP,연안자망어업,어선(연안자망어업),경남 창원시 마산합포구
51156,어선,1.17 ,6.21 ,1.92 ,0.83 ,FRP,연안자망어업,어선(연안자망어업),경남 거제시 하청면
51157,어선,2.86 ,8.10 ,2.60 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 고성군 거류면
51158,어선,2.86 ,8.10 ,2.60 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 고성군 거류면
51159,어선,9.77 ,15.52 ,4.23 ,0.79 ,FRP,어획물운반선,어선(어획물운반선),충남 서천군 장항읍
51160,어선,7.31 ,12.75 ,3.26 ,0.97 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 마산합포구 구산면
51161,어선,0.89 ,6.10 ,1.80 ,0.71 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 하청면
51162,어선,6.67 ,11.50 ,3.34 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),충남 보령시 오천면
51163,어선,5.70 ,10.70 ,3.30 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),제주시 한림읍
51164,어선,1.38 ,6.80 ,2.10 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),경북 포항시 장기면
51165,어선,4.99 ,10.88 ,3.09 ,0.88 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 삼동면
51166,어선,2.51 ,8.50 ,2.15 ,0.70 ,FRP,연안자망어업,어선(연안자망어업),전북 부안군 변산면
51167,어선,2.99 ,9.70 ,2.80 ,0.70 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51168,어선,1.24 ,6.84 ,1.84 ,0.85 ,FRP,연안통발어업,어선(연안통발어업),부산시 수영구
51169,어선,1.11 ,6.30 ,2.18 ,0.67 ,FRP,어장관리선,어선(어장관리선),전남 완도군
51170,어선,9.77 ,12.50 ,3.71 ,1.12 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 도산면
51171,어선,4.22 ,9.80 ,2.50 ,0.84 ,FRP,잠수기어업,어선(잠수기어업),경남 창원시 마산합포구
51172,어선,1.98 ,8.13 ,2.42 ,0.66 ,FRP,연안복합어업,어선(연안복합어업),울산시 울주군
51173,어선,0.92 ,6.17 ,1.85 ,0.72 ,FRP,내수면어업,어선(내수면어업),부산시 강서구
51174,어선,3.82 ,10.15 ,2.60 ,0.77 ,FRP,연안복합어업,어선(연안복합어업),제주시 한경면
51175,어선,2.17 ,7.63 ,2.30 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),충남 서천군 장항읍
51176,어선,1.20 ,6.36 ,1.81 ,0.92 ,FRP,연안자망어업,어선(연안자망어업),경남 창원시 마산합포구
51177,어선,9.77 ,13.30 ,3.70 ,1.00 ,FRP,연안자망어업,어선(연안자망어업),전남 신안군 암태면
51178,어선,4.26 ,9.34 ,2.80 ,0.88 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 삼동면
51179,어선,1.98 ,7.56 ,2.03 ,0.88 ,FRP,연안복합어업,어선(연안복합어업),충남 서천군 장항읍
51180,어선,9.77 ,14.28 ,3.50 ,1.09 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 욕지면
51181,어선,9.77 ,14.18 ,3.79 ,1.13 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51182,어선,8.55 ,12.34 ,3.17 ,1.04 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
51183,어선,9.77 ,15.15 ,4.25 ,0.97 ,FRP,연안자망어업,어선(연안자망어업),전남 영암군 삼호읍
51184,어선,4.01 ,9.57 ,2.62 ,0.87 ,FRP,연안자망어업,어선(연안자망어업),강원 강릉시 사천면
51185,어선,1.13 ,6.21 ,2.00 ,0.77 ,FRP,연안복합어업,어선(연안복합어업),충남 서천군 장항읍
51186,어선,9.77 ,13.35 ,3.75 ,0.92 ,FRP,연안통발어업,어선(연안통발어업),경남 통영시
51187,어선,50.00 ,26.98 ,6.00 ,1.68 ,FRP,근해연승어업,어선(근해연승어업),서귀포시 성산읍
51188,어선,1.25 ,6.36 ,1.98 ,0.82 ,FRP,연안통발어업,어선(연안통발어업),부산시 강서구
51189,어선,69.00 ,29.79 ,5.80 ,2.34 ,FRP,근해채낚기어업,어선(근해채낚기어업),강원 강릉시 주문진읍
51190,어선,2.74 ,7.61 ,2.44 ,1.12 ,FRP,연안자망어업,어선(연안자망어업),전북 고창군 상하면
51191,어선,0.55 ,5.97 ,1.58 ,0.57 ,FRP,어선,어선(어선),부산시 강서구
51192,어선,4.98 ,11.39 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),강원 강릉시 사천면
51193,어선,3.51 ,9.75 ,2.77 ,0.62 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51194,어선,7.31 ,13.22 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 강현면
51195,어선,7.31 ,13.22 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),강원 양양군 강현면
51196,어선,0.86 ,5.65 ,1.90 ,0.67 ,FRP,연안복합어업,어선(연안복합어업),충남 서산시 팔봉면
51197,어선,3.51 ,8.51 ,2.30 ,1.23 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 진해구
51198,어선,3.11 ,8.16 ,2.69 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),충남 태안군 남면
51199,어선,9.77 ,16.85 ,4.05 ,0.99 ,FRP,연안자망어업,어선(연안자망어업),인천시 중구
51200,어선,2.99 ,7.92 ,2.68 ,0.72 ,FRP,연안복합어업,어선(연안복합어업),강원 양양군
51201,어선,0.14 ,2.04 ,1.22 ,0.42 ,FRP,연안복합어업,어선(연안복합어업),경남 창원시 마산합포구 진동면
51202,어선,9.77 ,14.00 ,4.50 ,1.05 ,FRP,연안자망어업,어선(연안자망어업),전남 목포시
51203,어선,9.77 ,16.97 ,3.60 ,0.74 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 거제면
51204,어선,9.77 ,15.65 ,4.24 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경남 남해군 삼동면
51205,어선,9.77 ,17.20 ,4.50 ,0.85 ,FRP,연안안강망어업,어선(연안개량안강망어업),전남 목포시
51206,어선,3.00 ,9.90 ,2.80 ,0.70 ,알루미늄합금,연안복합어업,어선(연안복합어업),부산시 해운대구
51207,어선,1.69 ,7.50 ,2.46 ,0.76 ,FRP,연안복합어업,어선(연안복합어업),전남 장흥군 관산읍
51208,어선,9.16 ,15.30 ,3.85 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
51209,어선,89.00 ,32.85 ,6.62 ,2.13 ,FRP,근해통발어업,어선(근해통발어업),경남 통영시
51210,어선,89.00 ,32.85 ,6.62 ,2.13 ,FRP,근해통발어업,어선(근해통발어업),경남 통영시
51211,어선,72.00 ,30.42 ,6.90 ,1.98 ,FRP,근해안강망어업,어선(근해안강망어업),전남 목포시
51212,어선,1.98 ,7.59 ,2.25 ,0.85 ,FRP,연안자망어업,어선(연안자망어업),경남 고성군 동해면
51213,어선,40.00 ,24.84 ,5.60 ,1.58 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 울진군 후포면
51214,어선,1.81 ,7.97 ,2.23 ,0.59 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51215,어선,9.77 ,14.95 ,4.75 ,0.84 ,FRP,정치망어업,어선(정치망어업),경남 거제시
51216,어선,2.60 ,7.24 ,2.40 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),전북 고창군 해리면
51217,어선,2.60 ,7.24 ,2.40 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),전북 고창군 해리면
51218,어선,2.50 ,7.48 ,2.31 ,0.93 ,FRP,연안자망어업,어선(연안자망어업),충남 홍성군 서부면
51219,어선,2.82 ,8.10 ,2.30 ,0.99 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51220,어선,13.00 ,17.93 ,5.40 ,0.86 ,FRP,어장관리선,어선(어장관리선),전남 장흥군 관산읍
51221,어선,13.00 ,17.93 ,5.40 ,0.86 ,FRP,어장관리선,어선(어장관리선),전남 장흥군 관산읍
51222,어선,1.43 ,7.51 ,2.05 ,0.62 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 병곡면
51223,어선,3.35 ,8.15 ,2.60 ,0.69 ,FRP,어획물운반선,어선(어획물운반선),인천시 강화군 길상면
51224,어선,9.77 ,15.80 ,4.45 ,0.76 ,FRP,연안안강망어업,어선(연안개량안강망어업),전북 군산시 옥도면
51225,어선,9.77 ,15.80 ,4.45 ,0.76 ,FRP,연안안강망어업,어선(연안개량안강망어업),전북 군산시 옥도면
51226,어선,0.82 ,5.90 ,1.80 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 완도군 약산면
51227,어선,9.77 ,13.31 ,3.42 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 기성면
51228,어선,9.77 ,13.31 ,3.42 ,0.89 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 기성면
51229,어선,9.77 ,15.63 ,0.00 ,0.00 ,FRP,연안복합어업,어선(연안복합어업),전남 진도군 임회면
51230,어선,1.62 ,6.89 ,2.00 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),인천시 중구
51231,어선,4.80 ,10.57 ,3.16 ,0.84 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시 삼산면
51232,어선,1.48 ,6.80 ,2.19 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),전북 고창군 상하면
51233,어선,9.77 ,17.00 ,4.05 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51234,어선,9.77 ,17.00 ,4.38 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 서면
51235,어선,9.77 ,17.00 ,4.38 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),충남 서천군 서면
51236,어선,24.00 ,22.60 ,5.90 ,1.26 ,FRP,근해안강망어업,어선(근해안강망어업),전남 목포시
51237,어선,4.99 ,10.80 ,3.56 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51238,어선,4.99 ,10.80 ,3.56 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
51239,어선,0.86 ,5.98 ,1.72 ,0.75 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 하청면
51240,어선,4.20 ,8.51 ,2.80 ,1.05 ,FRP,연안자망어업,어선(연안자망어업),경기 안산시
51241,어선,1.46 ,6.98 ,2.03 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 도양읍
51242,어선,9.77 ,14.35 ,3.72 ,0.99 ,FRP,연안안강망어업,어선(연안개량안강망어업),전북 군산시 옥도면
