순번,구분,총톤수,길이,너비,깊이,선질,용도,세부용도,선적항
232,어선,9.77 ,13.70 ,4.30 ,1.24 ,FRP,연안자망어업,어선(연안자망어업),전남 영광군 홍농읍
233,어선,9.77 ,14.57 ,3.78 ,1.15 ,FRP,어장관리선,어선(어장관리선),전북 군산시 옥도면
234,어선,9.77 ,15.33 ,3.49 ,1.23 ,FRP,연안복합어업,어선(연안복합어업),강원 속초시
235,어선,2.72 ,8.42 ,2.46 ,0.61 ,FRP,연안자망어업,어선(연안자망어업),강원 동해시
236,어선,2.85 ,8.54 ,2.38 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 죽변면
237,어선,2.85 ,8.54 ,2.38 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),경북 울진군 죽변면
238,어선,3.65 ,10.24 ,2.66 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),강원 속초시
239,어선,3.65 ,10.24 ,2.66 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),강원 속초시
240,어선,6.00 ,11.80 ,3.00 ,0.99 ,FRP,연안복합어업,어선(연안복합어업),제주시 한경면
241,어선,9.77 ,14.94 ,4.08 ,1.14 ,FRP,근해형망어업,어선(근해형망어업),전북 군산시 옥도면
242,어선,4.93 ,10.15 ,2.86 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경남 거제시 장목면
243,어선,2.09 ,8.06 ,2.21 ,0.70 ,FRP,패류양식어업,어선(패류양식어업),경남 통영시 용남면
244,어선,1.63 ,7.48 ,2.12 ,0.55 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 미조면
245,어선,3.19 ,8.90 ,2.60 ,0.77 ,FRP,연안복합어업,어선(연안복합어업),서귀포시
246,어선,1.25 ,7.50 ,1.98 ,0.77 ,FRP,연안자망어업,어선(연안자망어업),경남 창원시 마산합포구 구산면
247,어선,3.58 ,8.69 ,2.42 ,0.80 ,FRP,어장관리선,어선(어장관리선),경남 창원시 마산합포구 구산면
248,어선,2.67 ,9.09 ,3.17 ,0.63 ,FRP,연안자망어업,어선(연안자망어업),충청남도 보령시
249,어선,39.00 ,21.02 ,5.07 ,2.23 ,FRP,중형기선저인망어업,어선(동해구외끌이중형저인망어업),강원 삼척시
250,어선,2.87 ,8.20 ,2.75 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),서귀포시 대정읍
251,어선,0.98 ,6.03 ,1.80 ,0.73 ,FRP,어장관리선,어선(어장관리선),전남 해남군 송지면
252,어선,0.62 ,6.05 ,1.60 ,0.66 ,FRP,어선,어선(어선),부산시 강서구
253,어선,79.00 ,25.75 ,6.18 ,2.59 ,FRP,근해통발어업,어선(근해장어통발어업),경남 통영시
254,어선,36.00 ,23.10 ,5.40 ,1.98 ,FRP,중형기선저인망어업,어선(동해구외끌이중형저인망어업),경북 경주시 감포읍
255,어선,2.76 ,8.37 ,2.46 ,0.93 ,FRP,연안통발어업,어선(연안통발어업),부산시 기장군 기장읍
256,어선,7.93 ,13.30 ,3.70 ,0.88 ,FRP,연안자망어업,어선(연안자망어업),부산시 기장군
257,어선,2.98 ,8.37 ,2.55 ,1.00 ,FRP,연안통발어업,어선(연안통발어업),부산시 기장군
258,어선,14.00 ,16.24 ,5.77 ,1.13 ,FRP,어장관리선,어선(어장관리선),전남 완도군 청산면
259,어선,2.23 ,7.34 ,2.25 ,0.86 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시
260,어선,9.77 ,15.10 ,3.36 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),경남 통영시 한산면
261,어선,3.00 ,8.37 ,0.00 ,0.00 ,FRP,연안복합어업,어선(연안복합어업),울산시 동구
262,어선,0.64 ,5.40 ,1.61 ,0.67 ,FRP,어선,어선(어선),부산시 강서구
263,어선,9.77 ,15.10 ,3.36 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),충남 보령시 오천면
264,어선,9.77 ,15.10 ,3.36 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),충남 보령시 오천면
265,어선,9.77 ,15.10 ,3.36 ,0.91 ,FRP,연안자망어업,어선(연안자망어업),충남 보령시 오천면
266,어선,1.20 ,6.90 ,1.93 ,0.76 ,FRP,연안통발어업,어선(연안통발어업),전남 고흥군 두원면
267,어선,149.00 ,38.30 ,7.00 ,2.80 ,강,기선선인망어업,어선(기선권현망어업),경남 사천시
268,어선,149.00 ,38.30 ,7.00 ,2.80 ,강,기선선인망어업,어선(기선권현망어업),경남 사천시
269,어선,3.00 ,8.50 ,2.78 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 경주시 양남면
270,어선,9.77 ,16.20 ,4.50 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 축산면
271,어선,9.77 ,16.20 ,4.50 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경북 영덕군 축산면
272,어선,4.95 ,11.70 ,3.54 ,0.79 ,FRP,연안자망어업,어선(연안자망어업),경북 경주시 감포읍
273,어선,2.36 ,8.00 ,2.38 ,0.72 ,FRP,연안자망어업,어선(연안자망어업),경남 사천시
274,어선,9.77 ,15.68 ,3.74 ,1.01 ,FRP,연안복합어업,어선(연안복합어업),전남 목포시
275,어선,7.93 ,12.08 ,3.32 ,1.23 ,FRP,연안복합어업,어선(연안복합어업),충남 서천군 서면
276,어선,7.93 ,12.08 ,3.32 ,1.23 ,FRP,연안복합어업,어선(연안복합어업),충남 서천군 서면
277,어선,7.93 ,12.08 ,3.32 ,1.23 ,FRP,연안복합어업,어선(연안복합어업),충남 서천군 서면
278,어선,7.93 ,14.00 ,4.95 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 완도군 청산면
279,어선,7.93 ,14.00 ,4.95 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 완도군 청산면
280,어선,3.00 ,9.54 ,2.18 ,0.85 ,FRP,어장관리선,어선(어장관리선),전북 군산시 옥도면
281,어선,3.00 ,9.54 ,2.18 ,0.85 ,FRP,어장관리선,어선(어장관리선),전북 군산시 옥도면
282,어선,9.77 ,15.70 ,5.15 ,0.74 ,FRP,어장관리선,어선(어장관리선),전남 완도군 청산면
283,어선,7.93 ,13.75 ,3.66 ,0.94 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
284,어선,5.78 ,10.10 ,3.16 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 청산면
285,어선,1.09 ,6.21 ,1.88 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),전남 고흥군 도양읍
286,어선,8.55 ,12.83 ,5.30 ,0.74 ,FRP,패류양식어업,어선(패류양식어업),전남 완도군 노화읍
287,어선,7.31 ,11.85 ,5.00 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 완도군 보길면
288,어선,3.00 ,9.00 ,2.86 ,0.74 ,FRP,연안자망어업,어선(연안자망어업),충남 서산시 대산읍
289,어선,2.99 ,8.45 ,2.78 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 고성군 하일면
290,어선,2.99 ,8.45 ,2.78 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),경남 고성군 하일면
291,어선,3.42 ,9.80 ,3.30 ,0.75 ,FRP,어장관리선,어선(어장관리선),전남 신안군 안좌면
292,어선,2.24 ,8.33 ,2.65 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),울산시 울주군 서생면
293,어선,1.98 ,8.05 ,2.08 ,0.70 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
294,어선,6.67 ,13.00 ,3.80 ,1.04 ,FRP,정치망어업,어선(정치망어업),경남 남해군 삼동면
295,어선,4.64 ,9.65 ,2.59 ,1.04 ,FRP,어류등양식어업,어선(어류등양식어업),경남 통영시 광도면
296,어선,39.00 ,23.46 ,5.50 ,2.44 ,강,기선선인망어업,어선(기선권현망어업),경남 사천시
297,어선,8.55 ,15.00 ,4.27 ,0.84 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
298,어선,24.00 ,20.95 ,5.81 ,1.20 ,FRP,근해안강망어업,어선(근해안강망어업),전남 목포시
299,어선,2.99 ,8.92 ,2.58 ,0.71 ,FRP,연안통발어업,어선(연안통발어업),경남 남해군 창선면
300,어선,5.60 ,11.90 ,4.60 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 완도군 청산면
301,어선,6.67 ,11.90 ,5.00 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
302,어선,6.67 ,11.90 ,5.00 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
303,어선,79.00 ,29.54 ,6.88 ,2.18 ,FRP,근해통발어업,어선(근해통발어업),경북 울진군 후포면
304,어선,2.41 ,7.34 ,2.36 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 청산면
305,어선,1.24 ,7.15 ,2.15 ,0.54 ,FRP,연안자망어업,어선(연안자망어업),울산시 동구
306,어선,0.75 ,5.18 ,1.79 ,0.64 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 소원면
307,어선,6.67 ,11.90 ,5.00 ,0.69 ,FRP,어장관리선,어선(어장관리선),전남 완도군 보길면
308,어선,1.37 ,6.37 ,1.84 ,0.91 ,FRP,연안복합어업,어선(연안복합어업),경남 통영시 산양읍
309,어선,1.99 ,7.07 ,2.20 ,0.82 ,FRP,패류양식어업,어선(패류양식어업),전북 군산시 옥도면
310,어선,3.19 ,10.17 ,3.03 ,0.72 ,FRP,연안복합어업,어선(연안복합어업),서귀포시
311,어선,39.00 ,23.46 ,5.50 ,2.44 ,강,기선선인망어업,어선(기선권현망어업),경남 사천시
312,어선,13.00 ,16.15 ,4.40 ,1.25 ,FRP,근해유자망어업,어선(근해자망어업),전남 영광군 낙월면
313,어선,1.45 ,7.99 ,2.07 ,0.68 ,FRP,연안복합어업,어선(연안복합어업),경남 남해군 미조면
314,어선,1.21 ,6.39 ,1.90 ,0.85 ,FRP,어장관리선,어선(어장관리선),전남 완도군 소안면
315,어선,9.77 ,14.94 ,4.04 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 근흥면
316,어선,2.99 ,9.46 ,2.87 ,0.78 ,FRP,연안자망어업,어선(연안자망어업),부산시 기장군
317,어선,29.00 ,21.49 ,4.86 ,1.82 ,FRP,근해유자망어업,어선(근해자망어업),인천시 남동구
318,어선,2.99 ,8.75 ,2.60 ,0.79 ,FRP,연안복합어업,어선(연안복합어업),울산시 동구
319,어선,1.20 ,6.46 ,1.86 ,0.73 ,FRP,연안복합어업,어선(연안복합어업),전남 광양시 진월면
320,어선,2.65 ,8.19 ,2.38 ,0.92 ,FRP,연안자망어업,어선(연안자망어업),전남 해남군 화원면
321,어선,2.65 ,8.19 ,2.38 ,0.92 ,FRP,연안자망어업,어선(연안자망어업),전남 해남군 화원면
322,어선,9.77 ,15.05 ,5.15 ,0.86 ,FRP,해조류양식어업,어선(해조류양식어업),전남 신안군 지도읍
323,어선,40.00 ,22.12 ,5.98 ,1.93 ,FRP,근해유자망어업,어선(근해자망어업),제주시 한림읍
324,어선,6.67 ,12.55 ,0.00 ,0.00 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
325,어선,0.74 ,6.48 ,1.80 ,0.42 ,FRP,양식어업,어선(양식어업),전남 장흥군 용산면
326,어선,9.77 ,16.40 ,4.36 ,0.96 ,FRP,연안자망어업,어선(연안자망어업),전남 신안군 임자면
327,어선,10.00 ,15.76 ,5.30 ,0.81 ,FRP,해조류양식어업,어선(해조류양식어업),전남 장흥군 회진면
328,어선,10.00 ,15.76 ,5.30 ,0.81 ,FRP,해조류양식어업,어선(해조류양식어업),전남 장흥군 회진면
329,어선,10.00 ,15.76 ,5.30 ,0.81 ,FRP,해조류양식어업,어선(해조류양식어업),전남 장흥군 회진면
330,어선,3.00 ,10.76 ,0.00 ,0.00 ,알루미늄합금,연안복합어업,어선(연안복합어업),강원 강릉시 사천면
331,어선,13.00 ,16.73 ,5.52 ,0.93 ,FRP,해조류양식어업,어선(해조류양식어업),전남 진도군 의신면
332,어선,13.00 ,16.73 ,5.52 ,0.93 ,FRP,해조류양식어업,어선(해조류양식어업),전남 진도군 의신면
333,어선,13.00 ,16.73 ,5.52 ,0.93 ,FRP,해조류양식어업,어선(해조류양식어업),전남 진도군 의신면
334,어선,9.77 ,16.88 ,4.20 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),울산시 울주군
335,어선,9.77 ,16.95 ,3.82 ,0.87 ,FRP,연안자망어업,어선(연안자망어업),울산시 동구
336,어선,2.39 ,8.42 ,2.10 ,0.84 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
337,어선,8.55 ,12.42 ,5.20 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
338,어선,8.55 ,12.42 ,5.20 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
339,어선,2.99 ,9.02 ,2.58 ,0.71 ,FRP,연안통발어업,어선(연안통발어업),경남 창원시 진해구
340,어선,7.93 ,13.75 ,5.00 ,0.78 ,FRP,어장관리선,어선(어장관리선),전남 완도군 소안면
341,어선,7.93 ,12.42 ,5.20 ,0.79 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
342,어선,2.32 ,7.47 ,2.46 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 고남면
343,어선,7.93 ,13.82 ,3.78 ,0.97 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 구룡포읍
344,어선,1.90 ,7.52 ,2.42 ,0.87 ,FRP,어장관리선,어선(어장관리선),전남 완도군 완도읍
345,어선,1.68 ,6.96 ,2.43 ,0.81 ,FRP,패류양식어업,어선(패류양식어업),전남 완도군 완도읍
346,어선,9.77 ,15.25 ,3.60 ,0.84 ,FRP,연안복합어업,어선(연안복합어업),전남 신안군 압해읍
347,어선,9.77 ,17.26 ,4.15 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),제주시 한경면
348,어선,1.26 ,7.16 ,1.86 ,0.85 ,FRP,어선,어선(어선),부산시 강서구
349,어선,139.00 ,35.92 ,7.20 ,3.00 ,강,대형기선저인망어업,어선(대형기선저인망어업),부산시 중구
350,어선,4.99 ,11.32 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),강원 고성군 간성읍
351,어선,4.99 ,11.32 ,0.00 ,0.00 ,FRP,연안자망어업,어선(연안자망어업),강원 고성군 간성읍
352,어선,6.67 ,13.88 ,3.00 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),전남 완도군 완도읍
353,어선,16.00 ,16.62 ,4.32 ,1.09 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 남양면
354,어선,16.00 ,16.62 ,4.32 ,1.09 ,FRP,어장관리선,어선(어장관리선),전남 고흥군 남양면
355,어선,2.70 ,8.96 ,2.88 ,0.51 ,FRP,복합양식어업,어선(복합양식어업),전남 완도군 소안면
356,어선,2.70 ,8.96 ,2.88 ,0.51 ,FRP,복합양식어업,어선(복합양식어업),전남 완도군 소안면
357,어선,1.89 ,7.87 ,2.45 ,0.81 ,FRP,연안통발어업,어선(연안통발어업),울산시 울주군
358,어선,7.93 ,12.75 ,3.90 ,0.77 ,FRP,어장관리선,어선(어장관리선),경남 통영시
359,어선,13.00 ,15.39 ,5.76 ,0.84 ,FRP,패류양식어업,어선(패류양식어업),전남 완도군 노화읍
360,어선,4.79 ,11.07 ,3.92 ,0.75 ,FRP,어장관리선,어선(어장관리선),전남 진도군 의신면
361,어선,4.99 ,9.66 ,3.14 ,0.81 ,FRP,연안복합어업,어선(연안복합어업),전남 고흥군 금산면
362,어선,14.00 ,17.23 ,5.80 ,0.88 ,FRP,패류양식어업,어선(패류양식어업),전남 완도군 청산면
363,어선,14.00 ,17.23 ,5.80 ,0.88 ,FRP,패류양식어업,어선(패류양식어업),전남 완도군 청산면
364,어선,8.55 ,13.25 ,3.42 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경기 화성시 서신면
365,어선,8.55 ,13.25 ,3.42 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경기 화성시 서신면
366,어선,8.55 ,13.25 ,3.42 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),경기 화성시 서신면
367,어선,9.77 ,16.80 ,4.14 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
368,어선,9.77 ,16.80 ,4.14 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시
369,어선,7.93 ,13.14 ,5.00 ,0.64 ,FRP,패류양식어업,어선(패류양식어업),전남 완도군 보길면
370,어선,1.47 ,6.98 ,2.03 ,0.81 ,FRP,연안통발어업,어선(연안통발어업),울산시 울주군 서생면
371,어선,4.99 ,11.75 ,3.62 ,0.79 ,FRP,이동성구획어업,어선(새우조망어업),경남 거제시
372,어선,6.37 ,13.36 ,3.90 ,0.66 ,FRP,연안통발어업,어선(연안통발어업),충청남도 보령시
373,어선,6.37 ,13.36 ,3.90 ,0.66 ,FRP,연안통발어업,어선(연안통발어업),충청남도 보령시
374,어선,1.57 ,7.56 ,2.08 ,0.83 ,FRP,어장관리선,어선(어장관리선),경기 화성시 우정읍
375,어선,2.99 ,9.50 ,2.78 ,0.82 ,FRP,연안복합어업,어선(연안복합어업),경남 사천시
376,어선,9.77 ,15.30 ,3.60 ,0.84 ,FRP,연안복합어업,어선(연안복합어업),전남 여수시 화양면
377,어선,7.93 ,13.14 ,5.00 ,0.64 ,FRP,어장관리선,어선(어장관리선),전남 완도군 노화읍
378,어선,2.50 ,7.24 ,2.40 ,0.88 ,FRP,연안통발어업,어선(연안통발어업),경남 고성군 고성읍
379,어선,9.77 ,16.45 ,3.98 ,0.96 ,FRP,연안복합어업,어선(연안복합어업),전남 보성군 회천면
380,어선,2.55 ,8.33 ,3.46 ,0.59 ,FRP,어장관리선,어선(어장관리선),경기 안산시
381,어선,39.00 ,23.46 ,5.50 ,2.44 ,강,기선선인망어업,어선(기선권현망어업),경남 사천시
382,어선,39.00 ,23.46 ,5.50 ,2.44 ,강,기선선인망어업,어선(기선권현망어업),경남 사천시
383,어선,7.93 ,13.30 ,3.70 ,0.88 ,FRP,연안자망어업,어선(연안자망어업),부산시 기장군
384,어선,9.77 ,14.94 ,4.04 ,0.94 ,FRP,연안복합어업,어선(연안복합어업),충남 태안군 근흥면
385,어선,5.23 ,11.30 ,2.88 ,0.98 ,FRP,연안자망어업,어선(연안자망어업),경북 포항시 장기면
386,어선,42.00 ,21.20 ,5.25 ,2.26 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 포항시 구룡포읍
387,어선,4.03 ,9.70 ,2.65 ,0.79 ,FRP,연안통발어업,어선(연안통발어업),경북 울진군 죽변면
388,어선,2.52 ,8.37 ,2.46 ,0.74 ,FRP,연안통발어업,어선(연안통발어업),경북 영덕군 영해면
389,어선,4.97 ,10.78 ,2.92 ,1.12 ,FRP,연안복합어업,어선(연안복합어업),서귀포시 성산읍
390,어선,1.27 ,7.00 ,1.98 ,0.59 ,FRP,연안자망어업,어선(연안자망어업),전남 여수시 돌산읍
391,어선,1.64 ,7.47 ,2.27 ,0.80 ,FRP,연안복합어업,어선(연안복합어업),전남 목포시
392,어선,4.24 ,8.90 ,3.60 ,0.79 ,FRP,어장관리선,어선(어장관리선),경북 영덕군 강구면
393,어선,0.60 ,5.40 ,1.77 ,0.44 ,FRP,어장관리선,어선(어장관리선),전남 해남군 북평면
394,어선,7.93 ,12.43 ,3.48 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),제주시
395,어선,7.93 ,12.43 ,3.48 ,0.89 ,FRP,연안복합어업,어선(연안복합어업),제주시
396,어선,2.52 ,7.50 ,2.69 ,0.83 ,FRP,연안복합어업,어선(연안복합어업),전남 함평군 함평읍
397,어선,6.67 ,10.98 ,3.39 ,0.89 ,FRP,연안유자망어업,어선(연안자망어업),충남 태안군 고남면
398,어선,1.46 ,7.30 ,1.98 ,0.67 ,FRP,연안자망어업,어선(연안자망어업),충청남도 보령시
399,어선,2.97 ,8.79 ,2.64 ,0.90 ,FRP,어장관리선,어선(어장관리선),전남 영광군 낙월면
400,어선,2.99 ,9.90 ,2.77 ,0.60 ,FRP,연안통발어업,어선(연안통발어업),울산시 울주군 온산읍
401,어선,2.99 ,10.04 ,2.60 ,0.64 ,FRP,연안자망어업,어선(연안자망어업),전북 군산시 옥도면
402,어선,6.67 ,12.15 ,3.20 ,0.83 ,알루미늄합금,연안복합어업,어선(연안복합어업),경남 거제시 일운면
403,어선,9.77 ,14.50 ,4.18 ,1.17 ,FRP,연안자망어업,어선(연안자망어업),전남 신안군 임자면
404,어선,9.77 ,14.50 ,4.18 ,1.17 ,FRP,연안자망어업,어선(연안자망어업),전남 신안군 임자면
405,어선,9.77 ,13.80 ,3.86 ,1.03 ,FRP,연안선망어업,어선(연안선망어업),경북 포항시 구룡포읍
406,어선,7.93 ,12.80 ,3.94 ,1.03 ,FRP,연안복합어업,어선(연안복합어업),전북 군산시 옥도면
407,어선,15.00 ,16.89 ,3.98 ,1.28 ,FRP,근해채낚기어업,어선(근해채낚기어업),경북 울릉군 북면
408,어선,16.00 ,16.70 ,4.40 ,1.17 ,FRP,근해유자망어업,어선(근해자망어업),전남 영광군 낙월면
409,어선,4.74 ,10.75 ,4.37 ,0.70 ,FRP,어장관리선,어선(어장관리선),전남 해남군 황산면
410,어선,2.93 ,7.69 ,3.30 ,0.88 ,FRP,해조류양식어업,어선(해조류양식어업),충남 서천군 서면
411,어선,9.77 ,14.20 ,4.40 ,1.17 ,FRP,연안자망어업,어선(연안자망어업),전남 신안군 임자면
